"Company Name",ISIN,"Target Qualification",SME?,"Business ambitions 1.5",Country,Region,Sector,Status,Date,"Date Explanation",Target,"Target Classification"
"Pine Tree Company For Textile Manufacturing PSC",,1.5°C,,1,Jordan,Asia,"Textiles, Apparel, Luxury Goods","Targets Set","2020-08-31 23:00:00",,"PINE TREE COMPANY FOR TEXTILE MANUFACTURING PSC commits to reduce absolute scope 1, 2, and 3 GHG emissions 21% by 2024 from a 2019 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Pinsent Masons LLP",,,,,"United Kingdom (UK)",Europe,"Professional Services",Committed,"2020-03-01 00:00:00",,,
"Piraeus Bank SA",GRS014003024,,,,Greece,Europe,"Banks, Diverse Financials and Insurance",Committed,"2020-07-31 23:00:00",,,
"Pirelli & C. S.p.A",,"Well-below 2°C",,,Italy,Europe,Tires,"Targets Set","2020-05-31 23:00:00",,"
Pirelli commits to reduce absolute scope 1 and 2 GHG emissions 25% by 2025 from a 2015 base year. Pirelli also commits to reduce absolute scope 3 GHG emissions from purchased goods and services 9% by 2025 from a 2018 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"PNZ-Produkte GmbH",,1.5°C,1,1,Germany,Europe,"Forest and Paper Products","Targets Set","2020-05-31 23:00:00",,"PNZ-Produkte GmbH commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Polygenta Technologies Limited",INE441D01020,1.5°C,1,,India,Asia,Chemicals,"Targets Set","2019-08-31 23:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs).

https://sciencebasedtargets.org/faqs-for-smes/
Polygenta Technologies Ltd.  commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Port of Rotterdam Authority",,,,,Netherlands,Europe,"Water Transportation",Committed,"2019-03-31 23:00:00",,,
"Ports of Auckland Limited",NZPOAE0001S4,,,,"New Zealand",Oceania,"Water Transportation",Committed,"2018-06-30 23:00:00",,,
"Posti Group Ltd.",,,,1,Finland,Europe,"Air Freight Transportation and Logistics",Committed,"2020-05-31 23:00:00",,,
PostNL,NL0009739416,1.5°C,,1,Netherlands,Europe,"Air Freight Transportation and Logistics","Targets Set","2019-04-30 23:00:00",,"
Dutch postal company PostNL commits to reduce absolute scope 1, 2 and 3 GHG emissions 18% by 2030 from a 2017 base year. PostNL also commits to continue annual sourcing of 100% renewable electricity through 2025. 
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C. The renewable energy procurement target covering scope 2 emissions is consistent with reductions required to keep warming to 1.5°C."
"PostNord AB",,"Well-below 2°C",,,Sweden,Europe,"Air Freight Transportation and Logistics","Targets Set","2016-03-31 23:00:00",,"
Service provider of the global postal industry PostNord commits to reducing scope 1, 2, and 3 absolute GHG emissions 40% from 2009 to 2020. Read the PostNord Case Study.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Principal Financial Group, Inc.",US74251V1026,,,,"United States of America (USA)","North America","Banks, Diverse Financials and Insurance",Committed,"2015-05-31 23:00:00",,,
"Procter & Gamble Company",US7427181091,"Well-below 2°C",,,"United States of America (USA)","North America","Consumer Products and Durables","Targets Set","2018-04-30 23:00:00",,"
American consumer goods corporation Procter & Gamble commits to reduce emissions from operations 50% by 2030 from a 2010 base-year. Within this timeframe, the company will also address the main source of emissions across its value chain by measures including: ensuring that 70% of all washing machine loads are washed in cold water, doubling the use of post-consumer resin in plastic packaging and ensuring zero deforestation in the palm oil supply chain. Read the Procter & Gamble Case Study.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
Prologis,US74340W1036,2°C,,,"United States of America (USA)","North America","Real Estate","Targets Set","2018-11-01 00:00:00",,"
 Multinational logistics real estate investment trust Prologis commits to reduce absolute scope 1 and 2 GHG emissions 21% by 2025, and 56% by 2040 from a 2016 base-year. Prologis also commits to reduce absolute scope 3 GHG emissions 15% by 2025 and 40% by 2040 from a 2016 base-year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
Proximus,BE0003810273,"Well-below 2°C",,1,Belgium,Europe,Telecommunications,"Targets Set","2016-06-30 23:00:00",,"
Belgian mobile telecommunications company Proximus commits to reduce absolute Scope 1 and 2 GHG emissions by 30% between 2015 and 2025. Proximus further commits to reduce total Scope 3 GHG emissions by 50% between 2014 and 2040, with an interim milestone target of 10% reduction by 2025
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"PSA Automobiles SA",FR0000121501,2°C,,,France,Europe,"Automobiles and Components","Targets Set","2019-11-01 00:00:00",,"
PSA Automobiles SA commits to reduce absolute scope 1 and 2 GHG emissions 20% by 2034 from a 2018 base year. PSA Automobiles SA also commits to reduce scope 3 GHG emissions from use of sold products 37% per vehicle kilometer by 2034 from a 2018 base year.*
*The target boundary includes biogenic emissions and removals from bioenergy feedstocks.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"PT Ecogreen Oleochemicals",,,,,Indonesia,Asia,Chemicals,Committed,"2020-03-31 23:00:00",,,
"Publicis Groupe",FR0000130577,,,,France,Europe,Media,Committed,"2020-02-01 00:00:00",,,
"Puig S.L.",,,,,Spain,Europe,"Consumer Products and Durables",Committed,"2020-05-31 23:00:00",,,
"Pukka Herbs",,1.5°C,,,"United Kingdom (UK)",Europe,Retailing,"Targets Set","2018-11-01 00:00:00",,"
Bristol-based tea company Pukka Herbs commits to reduce absolute Scope 1 & 2 GHG emissions 100% by 2030 from a 2017 base-year.  Pukka Herbs also commits to reduce Scope 3 GHG emissions from crop to cup 50% per million units of products by 2030 from a 2017 base-year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"PUMA SE",DE0006969603,"Well-below 2°C",,,Germany,Europe,"Textiles, Apparel, Luxury Goods","Targets Set","2019-05-31 23:00:00",,"
Sports company PUMA commits to reduce absolute scope 1 and 2 GHG emissions 35% by 2030 from a 2017 base year. PUMA also commits to reduce scope 3 GHG emissions from purchased goods and services 60% per million euro sales by 2030 from a 2017 base year
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"PVH Corp.",US6936561009,1.5°C,,1,"United States of America (USA)","North America","Textiles, Apparel, Luxury Goods","Targets Set","2020-06-30 23:00:00",,"
American clothing company PVH commits to reduce absolute scope 1, 2 and 3 GHG emissions by 30% by 2030 from a 2017 base year. PVH also commits to increase annual sourcing of renewable electricity from 22% in 2018 to 100% by 2030.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C. The renewable energy procurement target covering scope 2 emissions is consistent with reductions required to keep warming to 1.5°C."
"Pyxus International, Inc.",,,,1,"United States of America (USA)","North America","Food Production - Agricultural Production",Committed,"2020-05-31 23:00:00",,,
"Qalaa Holdings",,,,1,Egypt,Africa,"Electric Utilities and Energy Related",Committed,"2019-12-01 00:00:00",,,
Qinetiq,GB00B0WMWD03,,,,"United Kingdom (UK)",Europe,"Aerospace and Defense",Committed,"2019-09-30 23:00:00",,,
"Radio Flyer Inc.",,"Well-below 2°C",,,"United States of America (USA)","North America","Consumer Products and Durables","Targets Set","2020-08-31 23:00:00",,"
Radio Flyer commits to reduce absolute scope 1 and 2 GHG emissions 33% by 2030 from a 2017 base year. Radio Flyer commits to reduce scope 3 GHG emissions 28% per tonne of product sold by 2030 from a 2017 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Raiffeisen Bank International AG",AT0000606306,,,,Austria,Europe,"Banks, Diverse Financials and Insurance",Committed,"2018-04-30 23:00:00",,,
"Ralph Lauren Corporation",,1.5°C,,1,"United States of America (USA)","North America","Textiles, Apparel, Luxury Goods","Targets Set","2020-06-30 23:00:00",,"
Ralph Lauren commits to reduce absolute scope 1, 2, and 3 GHG emissions 30% by FY 2030 from a FY 2020 base year. Ralph Lauren commits to increase annual sourcing of renewable electricity from 2% in FY 2020 to 100% by FY 2025.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C. The renewable energy procurement target covering scope 2 emissions is consistent with reductions required to keep warming to 1.5°C."
Ramatex,,1.5°C,,,Malaysia,Asia,"Textiles, Apparel, Luxury Goods","Targets Set","2020-05-31 23:00:00",,"Ramatex Industrial (Suzhou) Ltd commits to reduce absolute scope 1+2+3 GHG emissions 25% by 2025 from a 2019 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
RATP,,,,1,France,Europe,"Ground Transportation - Railroads",Committed,"2020-03-31 23:00:00",,,
"ReAcción / Alva",,,,1,Uruguay,"Latin America","Technology Hardware and Equipment",Committed,"2020-01-01 00:00:00",,,
"Reckitt Benckiser Group plc",GB00B24CGK77,,,,"United Kingdom (UK)",Europe,"Consumer Products and Durables",Committed,"2018-03-31 23:00:00",,,
"Red Electrica de España",ES0173093115,2°C,,1,Spain,Europe,"Electric Utilities and Energy Related","Targets Set","2018-08-31 23:00:00",,"
Red Eléctrica de España commits to reduce Scope 1 and 2 GHG emissions 40 % per MWh transported by 2030 from a 2015 base-year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
Refinitiv,,,,1,"United Kingdom (UK)",Europe,"Software and Services",Committed,"2020-03-31 23:00:00",,,
"Reliance Chemical Products Ltd.",,,,,Nigeria,Africa,Chemicals,Committed,"2020-01-01 00:00:00",,,
"Reliance Jio Infocomm Limited",INE110L08045,,,1,India,Asia,Telecommunications,Committed,"2019-08-31 23:00:00",,,
"REMATEC Holdings Corporation",,"Well-below 2°C",1,,Japan,Asia,"Professional Services","Targets Set","2020-08-31 23:00:00",,"REMATEC Holdings Corporation commits to reduce absolute scope 1 and scope 2 GHG emissions 30% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"REN – Redes Energéticas Nacionais",PTREL0AM0008,,,1,Portugal,Europe,"Electric Utilities and Energy Related",Committed,"2019-11-01 00:00:00",,,
"Republic Services",US7607591002,"Well-below 2°C",,,"United States of America (USA)","North America","Solid Waste Management Utilities","Targets Set","2019-08-31 23:00:00",,"
Solid waste collection, transfer, disposal, recycling, and energy services provider Republic Services, commits to reduce absolute total Scope 1 and 2 GHG emissions 35% by 2030 from a 2017 baseline year*
*The target boundary includes biogenic emissions from biogenic feedstocks
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
